name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-154 e,3066,2.86 Earths,14.512,2016
Kepler-1559 b,1892,0.299 Earths,14.488,2016
Kepler-155 b,966,5.02 Earths,14.24,2014
Kepler-155 c,966,5.65 Earths,14.24,2014
Kepler-1560 b,1726,0.64 Earths,13.385,2016
Kepler-1561 b,3239,1.32 Earths,14.648,2016
Kepler-1562 b,4290,12.3 Earths,15.273,2016
Kepler-1563 b,1784,0.347 Earths,13.568,2016
Kepler-1564 b,2844,2.76 Earths,14.953,2016
Kepler-1565 b,2143,1.81 Earths,15.432,2016
Kepler-1566 b,1667,0.418 Earths,14.312,2016
Kepler-1559 b,1892,0.299 Earths,14.488,2016
Kepler-155 b,966,5.02 Earths,14.24,2014
Kepler-155 c,966,5.65 Earths,14.24,2014
Kepler-1560 b,1726,0.64 Earths,13.385,2016
Kepler-1561 b,3239,1.32 Earths,14.648,2016
Kepler-1562 b,4290,12.3 Earths,15.273,2016
Kepler-1563 b,1784,0.347 Earths,13.568,2016
Kepler-1564 b,2844,2.76 Earths,14.953,2016
Kepler-1565 b,2143,1.81 Earths,15.432,2016
Kepler-1566 b,1667,0.418 Earths,14.312,2016
Kepler-1567 b,3999,7.9 Earths,15.632,2016
Kepler-1568 b,2880,2.24 Earths,13.945,2016
Kepler-1569 b,3425,3.46 Earths,13.932,2016
Kepler-156 b,1465,5.9 Earths,14.156,2014
Kepler-156 c,1465,7.04 Earths,14.156,2014
Kepler-1570 b,1510,1.24 Earths,13.97,2016
Kepler-1571 b,2616,2.92 Earths,13.77,2016
Kepler-1572 b,1957,0.779 Earths,13.718,2016
Kepler-1573 b,3849,1.87 Earths,15.169,2016
Kepler-1574 b,4159,2.21 Earths,15.094,2016
Kepler-1582 b,365,2.83 Earths,16.414,2016
Kepler-1583 b,1165,0.156 Earths,12.841,2016
Kepler-1584 b,4322,3.22 Earths,14.884,2016
Kepler-1585 b,4139,3.86 Earths,15.977,2016
Kepler-1586 b,2818,2.92 Earths,13.056,2016
Kepler-1587 b,2959,2.33 Earths,14.032,2016
Kepler-1588 b,2146,0.363 Earths,13.821,2016
Kepler-1589 b,4626,1.32 Earths,14.965,2016
Kepler-158 b,1038,5.14 Earths,14.417,2014
Kepler-158 c,1038,4.27 Earths,14.417,2014
Kepler-1582 b,365,2.83 Earths,16.414,2016
Kepler-1583 b,1165,0.156 Earths,12.841,2016
Kepler-1584 b,4322,3.22 Earths,14.884,2016
Kepler-1585 b,4139,3.86 Earths,15.977,2016
Kepler-1586 b,2818,2.92 Earths,13.056,2016
Kepler-1587 b,2959,2.33 Earths,14.032,2016
Kepler-1588 b,2146,0.363 Earths,13.821,2016
Kepler-1589 b,4626,1.32 Earths,14.965,2016
Kepler-158 b,1038,5.14 Earths,14.417,2014
Kepler-158 c,1038,4.27 Earths,14.417,2014
Kepler-1590 b,2936,1.55 Earths,14.077,2016
Kepler-1591 b,3556,2.15 Earths,14.658,2016
Kepler-1592 b,4400,2.99 Earths,14.786,2016
Kepler-1593 b,2463,10.2 Earths,15.884,2016
Kepler-1594 b,3588,1.2 Earths,14.741,2016
Kepler-1595 b,2743,2.04 Earths,15.401,2016
Kepler-1596 b,3803,4.27 Earths,15.366,2016
Kepler-1597 b,4094,1.2 Earths,14.115,2016
Kepler-1598 b,2394,0.809 Earths,13.814,2016
Kepler-1599 b,3275,3.26 Earths,14.902,2016
Kepler-159 b,1232,6.26 Earths,14.888,2014
Kepler-159 c,1232,11.5 Earths,14.888,2014
Kepler-15 b,2464,0.66 Jupiters,13.714,2011
Kepler-1600 b,3236,9.96 Earths,15.814,2016
Kepler-1601 b,2153,0.477 Earths,13.678,2016
Kepler-1602 b,2659,2.36 Earths,13.301,2016
Kepler-1603 b,5712,2.21 Earths,15.34,2016
Kepler-1604 b,1833,2.57 Earths,14.899,2016
Kepler-1605 b,731,1.28 Earths,12.413,2016
Kepler-1606 b,2871,4.94 Earths,15.106,2016
Kepler-159 b,1232,6.26 Earths,14.888,2014
Kepler-159 c,1232,11.5 Earths,14.888,2014
Kepler-15 b,2464,0.66 Jupiters,13.714,2011
Kepler-1600 b,3236,9.96 Earths,15.814,2016
Kepler-1601 b,2153,0.477 Earths,13.678,2016
Kepler-1602 b,2659,2.36 Earths,13.301,2016
Kepler-1603 b,5712,2.21 Earths,15.34,2016
Kepler-1604 b,1833,2.57 Earths,14.899,2016
Kepler-1605 b,731,1.28 Earths,12.413,2016
Kepler-1606 b,2871,4.94 Earths,15.106,2016
Kepler-159 b,1232,6.26 Earths,14.888,2014
Kepler-159 c,1232,11.5 Earths,14.888,2014
Kepler-15 b,2464,0.66 Jupiters,13.714,2011
Kepler-1600 b,3236,9.96 Earths,15.814,2016
Kepler-1601 b,2153,0.477 Earths,13.678,2016
Kepler-1602 b,2659,2.36 Earths,13.301,2016
Kepler-1603 b,5712,2.21 Earths,15.34,2016
Kepler-1604 b,1833,2.57 Earths,14.899,2016
Kepler-1605 b,731,1.28 Earths,12.413,2016
Kepler-1606 b,2871,4.94 Earths,15.106,2016
Kepler-159 b,1232,6.26 Earths,14.888,2014
Kepler-159 c,1232,11.5 Earths,14.888,2014
Kepler-15 b,2464,0.66 Jupiters,13.714,2011
Kepler-1600 b,3236,9.96 Earths,15.814,2016
Kepler-1601 b,2153,0.477 Earths,13.678,2016
Kepler-1602 b,2659,2.36 Earths,13.301,2016
Kepler-1603 b,5712,2.21 Earths,15.34,2016
Kepler-1604 b,1833,2.57 Earths,14.899,2016
Kepler-1605 b,731,1.28 Earths,12.413,2016
Kepler-1606 b,2871,4.94 Earths,15.106,2016
Kepler-159 b,1232,6.26 Earths,14.888,2014
Kepler-159 c,1232,11.5 Earths,14.888,2014
Kepler-15 b,2464,0.66 Jupiters,13.714,2011
Kepler-1600 b,3236,9.96 Earths,15.814,2016
Kepler-1601 b,2153,0.477 Earths,13.678,2016
Kepler-1602 b,2659,2.36 Earths,13.301,2016
Kepler-1603 b,5712,2.21 Earths,15.34,2016
Kepler-1604 b,1833,2.57 Earths,14.899,2016
Kepler-1605 b,731,1.28 Earths,12.413,2016
Kepler-1606 b,2871,4.94 Earths,15.106,2016
Kepler-159 b,1232,6.26 Earths,14.888,2014
Kepler-159 c,1232,11.5 Earths,14.888,2014
Kepler-15 b,2464,0.66 Jupiters,13.714,2011
Kepler-1600 b,3236,9.96 Earths,15.814,2016
Kepler-1601 b,2153,0.477 Earths,13.678,2016
Kepler-1602 b,2659,2.36 Earths,13.301,2016
Kepler-1603 b,5712,2.21 Earths,15.34,2016
Kepler-1604 b,1833,2.57 Earths,14.899,2016
Kepler-1605 b,731,1.28 Earths,12.413,2016
Kepler-1606 b,2871,4.94 Earths,15.106,2016
Kepler-159 b,1232,6.26 Earths,14.888,2014
Kepler-159 c,1232,11.5 Earths,14.888,2014
Kepler-15 b,2464,0.66 Jupiters,13.714,2011
Kepler-1600 b,3236,9.96 Earths,15.814,2016
Kepler-1601 b,2153,0.477 Earths,13.678,2016
Kepler-1602 b,2659,2.36 Earths,13.301,2016
Kepler-1603 b,5712,2.21 Earths,15.34,2016
Kepler-1604 b,1833,2.57 Earths,14.899,2016
Kepler-1605 b,731,1.28 Earths,12.413,2016
Kepler-1606 b,2871,4.94 Earths,15.106,2016
Kepler-159 b,1232,6.26 Earths,14.888,2014
Kepler-159 c,1232,11.5 Earths,14.888,2014
Kepler-15 b,2464,0.66 Jupiters,13.714,2011
Kepler-1600 b,3236,9.96 Earths,15.814,2016
Kepler-1601 b,2153,0.477 Earths,13.678,2016
Kepler-1602 b,2659,2.36 Earths,13.301,2016
Kepler-1603 b,5712,2.21 Earths,15.34,2016
Kepler-1604 b,1833,2.57 Earths,14.899,2016
Kepler-1605 b,731,1.28 Earths,12.413,2016
Kepler-1606 b,2871,4.94 Earths,15.106,2016
Kepler-159 b,1232,6.26 Earths,14.888,2014
Kepler-159 c,1232,11.5 Earths,14.888,2014
Kepler-15 b,2464,0.66 Jupiters,13.714,2011
Kepler-1600 b,3236,9.96 Earths,15.814,2016
Kepler-1601 b,2153,0.477 Earths,13.678,2016
Kepler-1602 b,2659,2.36 Earths,13.301,2016
Kepler-1603 b,5712,2.21 Earths,15.34,2016
Kepler-1604 b,1833,2.57 Earths,14.899,2016
Kepler-1605 b,731,1.28 Earths,12.413,2016
Kepler-1606 b,2871,4.94 Earths,15.106,2016
Kepler-1671 b,1177,2.32 Earths,13.278,2020
Kepler-1672 b,1290,9.11 Earths,12.396,2020
Kepler-1673 b,2423,8.93 Earths,13.599,2020
Kepler-1674 b,3399,10.4 Earths,15.478,2020
Kepler-1675 b,2165,9.93 Earths,13.554,2020
Kepler-1676 b,,11.3 Earths,13.377,2020
Kepler-1677 b,2451,7.76 Earths,13.644,2020
Kepler-1678 b,2831,10.9 Earths,14.907,2020
Kepler-1679 b,3042,4.93 Earths,15.114,2020
Kepler-167 b,1076,3.24 Earths,14,2014
Kepler-1671 b,1177,2.32 Earths,13.278,2020
Kepler-1672 b,1290,9.11 Earths,12.396,2020
Kepler-1673 b,2423,8.93 Earths,13.599,2020
Kepler-1674 b,3399,10.4 Earths,15.478,2020
Kepler-1675 b,2165,9.93 Earths,13.554,2020
Kepler-1676 b,,11.3 Earths,13.377,2020
Kepler-1677 b,2451,7.76 Earths,13.644,2020
Kepler-1678 b,2831,10.9 Earths,14.907,2020
Kepler-1679 b,3042,4.93 Earths,15.114,2020
Kepler-167 b,1076,3.24 Earths,14,2014
Kepler-1671 b,1177,2.32 Earths,13.278,2020
Kepler-1672 b,1290,9.11 Earths,12.396,2020
Kepler-1673 b,2423,8.93 Earths,13.599,2020
Kepler-1674 b,3399,10.4 Earths,15.478,2020
Kepler-1675 b,2165,9.93 Earths,13.554,2020
Kepler-1676 b,,11.3 Earths,13.377,2020
Kepler-1677 b,2451,7.76 Earths,13.644,2020
Kepler-1678 b,2831,10.9 Earths,14.907,2020
Kepler-1679 b,3042,4.93 Earths,15.114,2020
Kepler-167 b,1076,3.24 Earths,14,2014
Kepler-1671 b,1177,2.32 Earths,13.278,2020
Kepler-1672 b,1290,9.11 Earths,12.396,2020
Kepler-1673 b,2423,8.93 Earths,13.599,2020
Kepler-1674 b,3399,10.4 Earths,15.478,2020
Kepler-1675 b,2165,9.93 Earths,13.554,2020
Kepler-1676 b,,11.3 Earths,13.377,2020
Kepler-1677 b,2451,7.76 Earths,13.644,2020
Kepler-1678 b,2831,10.9 Earths,14.907,2020
Kepler-1679 b,3042,4.93 Earths,15.114,2020
Kepler-167 b,1076,3.24 Earths,14,2014
Kepler-1671 b,1177,2.32 Earths,13.278,2020
Kepler-1672 b,1290,9.11 Earths,12.396,2020
Kepler-1673 b,2423,8.93 Earths,13.599,2020
Kepler-1674 b,3399,10.4 Earths,15.478,2020
Kepler-1675 b,2165,9.93 Earths,13.554,2020
Kepler-1676 b,,11.3 Earths,13.377,2020
Kepler-1677 b,2451,7.76 Earths,13.644,2020
Kepler-1678 b,2831,10.9 Earths,14.907,2020
Kepler-1679 b,3042,4.93 Earths,15.114,2020
Kepler-167 b,1076,3.24 Earths,14,2014
Kepler-1671 b,1177,2.32 Earths,13.278,2020
Kepler-1672 b,1290,9.11 Earths,12.396,2020
Kepler-1673 b,2423,8.93 Earths,13.599,2020
Kepler-1674 b,3399,10.4 Earths,15.478,2020
Kepler-1675 b,2165,9.93 Earths,13.554,2020
Kepler-1676 b,,11.3 Earths,13.377,2020
Kepler-1677 b,2451,7.76 Earths,13.644,2020
Kepler-1678 b,2831,10.9 Earths,14.907,2020
Kepler-1679 b,3042,4.93 Earths,15.114,2020
Kepler-167 b,1076,3.24 Earths,14,2014
Kepler-1671 b,1177,2.32 Earths,13.278,2020
Kepler-1672 b,1290,9.11 Earths,12.396,2020
Kepler-1673 b,2423,8.93 Earths,13.599,2020
Kepler-1674 b,3399,10.4 Earths,15.478,2020
Kepler-1675 b,2165,9.93 Earths,13.554,2020
Kepler-1676 b,,11.3 Earths,13.377,2020
Kepler-1677 b,2451,7.76 Earths,13.644,2020
Kepler-1678 b,2831,10.9 Earths,14.907,2020
Kepler-1679 b,3042,4.93 Earths,15.114,2020
Kepler-167 b,1076,3.24 Earths,14,2014
Kepler-1671 b,1177,2.32 Earths,13.278,2020
Kepler-1672 b,1290,9.11 Earths,12.396,2020
Kepler-1673 b,2423,8.93 Earths,13.599,2020
Kepler-1674 b,3399,10.4 Earths,15.478,2020
Kepler-1675 b,2165,9.93 Earths,13.554,2020
Kepler-1676 b,,11.3 Earths,13.377,2020
Kepler-1677 b,2451,7.76 Earths,13.644,2020
Kepler-1678 b,2831,10.9 Earths,14.907,2020
Kepler-1679 b,3042,4.93 Earths,15.114,2020
Kepler-167 b,1076,3.24 Earths,14,2014
Kepler-1671 b,1177,2.32 Earths,13.278,2020
Kepler-1672 b,1290,9.11 Earths,12.396,2020
Kepler-1673 b,2423,8.93 Earths,13.599,2020
Kepler-1674 b,3399,10.4 Earths,15.478,2020
Kepler-1675 b,2165,9.93 Earths,13.554,2020
Kepler-1676 b,,11.3 Earths,13.377,2020
Kepler-1677 b,2451,7.76 Earths,13.644,2020
Kepler-1678 b,2831,10.9 Earths,14.907,2020
Kepler-1679 b,3042,4.93 Earths,15.114,2020
Kepler-167 b,1076,3.24 Earths,14,2014
Kepler-167 c,1076,3.01 Earths,14,2014
Kepler-167 d,1076,1.83 Earths,14,2016
Kepler-167 e,1076,0.231 Jupiters,14,2016
Kepler-1680 b,1021,2.42 Earths,13.693,2020
Kepler-1681 b,2128,7.05 Earths,14.557,2020
Kepler-1682 b,3907,8.7 Earths,15.678,2020
Kepler-1683 b,2442,4.17 Earths,14.843,2020
Kepler-1684 b,2065,8.6 Earths,15.765,2020
Kepler-1685 b,3845,7.16 Earths,15.906,2020
Kepler-1686 b,2432,2.62 Earths,13.752,2020
Kepler-1687 b,1377,3.38 Earths,15.473,2020
Kepler-1688 b,1851,2.13 Earths,13.986,2020
Kepler-1689 b,968,0.799 Earths,12.108,2020
Kepler-168 b,4554,2.73 Earths,14.605,2014
Kepler-168 c,4554,7.7 Earths,14.605,2014
Kepler-1690 b,2343,8.3 Earths,14.642,2020
Kepler-1691 b,4291,4.02 Earths,14.881,2020
Kepler-1692 b,1961,1.42 Earths,14.505,2020
Kepler-1693 b,2534,2.21 Earths,14.744,2020
Kepler-1694 b,1700,1.76 Earths,14.752,2020
Kepler-1695 b,2641,1.46 Earths,14.623,2020
Kepler-1696 b,5126,8.29 Earths,15.488,2020
Kepler-1697 b,814,2.12 Earths,13.362,2020
Kepler-1698 b,730,1.25 Earths,12.876,2020
Kepler-1699 b,,3.08 Earths,14.661,2020
Kepler-169 b,1342,1.51 Earths,14.162,2014
Kepler-169 c,1342,1.92 Earths,14.162,2014
Kepler-169 d,1342,2.1 Earths,14.162,2014
Kepler-169 e,1342,5.48 Earths,14.162,2014
Kepler-169 f,1342,7.18 Earths,14.162,2014
Kepler-16 b,245,0.333 Jupiters,11.747,2011
Kepler-1700 b,2390,8.76 Earths,13.629,2020
Kepler-1701 b,1938,5.57 Earths,14.55,2020
Kepler-1702 b,2865,3.2 Earths,15.774,2020
Kepler-170 b,2462,0.26 Jupiters,14.347,2014
Kepler-170 c,2462,8.55 Earths,14.347,2014
Kepler-171 b,2888,6.08 Earths,14.905,2014
Kepler-171 c,2888,7.08 Earths,14.905,2014
Kepler-171 d,2888,4.23 Earths,14.905,2014
Kepler-172 b,2768,6.12 Earths,14.537,2014
Kepler-16 b,245,0.333 Jupiters,11.747,2011
Kepler-1700 b,2390,8.76 Earths,13.629,2020
Kepler-1701 b,1938,5.57 Earths,14.55,2020
Kepler-1702 b,2865,3.2 Earths,15.774,2020
Kepler-170 b,2462,0.26 Jupiters,14.347,2014
Kepler-170 c,2462,8.55 Earths,14.347,2014
Kepler-171 b,2888,6.08 Earths,14.905,2014
Kepler-171 c,2888,7.08 Earths,14.905,2014
Kepler-171 d,2888,4.23 Earths,14.905,2014
Kepler-172 b,2768,6.12 Earths,14.537,2014
Kepler-176 b,1746,2.63 Earths,14.545,2014
Kepler-176 c,1746,23 Earths,14.545,2014
Kepler-176 d,1746,15.2 Earths,14.545,2014
Kepler-176 e,1746,2.7 Earths,14.545,2016
Kepler-177 b,4885,5.84 Earths,14.941,2013
Kepler-177 c,4885,14.7 Earths,14.941,2013
Kepler-178 b,2385,8.75 Earths,14.578,2014
Kepler-178 c,2385,8.65 Earths,14.578,2014
Kepler-178 d,2385,14.8 Earths,14.578,2014
Kepler-179 b,2011,3.33 Earths,14.603,2014
Kepler-184 b,2026,6.17 Earths,14.311,2014
Kepler-184 c,2026,8.8 Earths,14.311,2014
Kepler-184 d,2026,6.76 Earths,14.311,2014
Kepler-185 b,1543,1.71 Earths,14.443,2014
Kepler-185 c,1543,4.74 Earths,14.443,2014
Kepler-186 b,561,1.24 Earths,14.599,2014
Kepler-186 c,561,2.1 Earths,14.599,2014
Kepler-186 d,561,2.54 Earths,14.599,2014
Kepler-186 e,561,2.15 Earths,14.599,2014
Kepler-186 f,561,1.71 Earths,14.599,2014
Kepler-184 b,2026,6.17 Earths,14.311,2014
Kepler-184 c,2026,8.8 Earths,14.311,2014
Kepler-184 d,2026,6.76 Earths,14.311,2014
Kepler-185 b,1543,1.71 Earths,14.443,2014
Kepler-185 c,1543,4.74 Earths,14.443,2014
Kepler-186 b,561,1.24 Earths,14.599,2014
Kepler-186 c,561,2.1 Earths,14.599,2014
Kepler-186 d,561,2.54 Earths,14.599,2014
Kepler-186 e,561,2.15 Earths,14.599,2014
Kepler-186 f,561,1.71 Earths,14.599,2014
Kepler-187 b,3852,2.57 Earths,14.175,2014
Kepler-187 c,3852,7.61 Earths,14.175,2014
Kepler-188 b,3249,3.46 Earths,14.634,2014
Kepler-188 c,3249,10.3 Earths,14.634,2014
Kepler-189 b,1963,1.92 Earths,14.821,2014
Kepler-189 c,1963,22.7 Earths,14.821,2014
Kepler-18 b,1430,6.9 Earths,13.539,2011
Kepler-18 c,1430,17.3 Earths,13.539,2011
Kepler-18 d,1430,16.4 Earths,13.539,2011
Kepler-190 b,1432,3.05 Earths,14.118,2014
Kepler-187 b,3852,2.57 Earths,14.175,2014
Kepler-187 c,3852,7.61 Earths,14.175,2014
Kepler-188 b,3249,3.46 Earths,14.634,2014
Kepler-188 c,3249,10.3 Earths,14.634,2014
Kepler-189 b,1963,1.92 Earths,14.821,2014
Kepler-189 c,1963,22.7 Earths,14.821,2014
Kepler-18 b,1430,6.9 Earths,13.539,2011
Kepler-18 c,1430,17.3 Earths,13.539,2011
Kepler-18 d,1430,16.4 Earths,13.539,2011
Kepler-190 b,1432,3.05 Earths,14.118,2014
Kepler-187 b,3852,2.57 Earths,14.175,2014
Kepler-187 c,3852,7.61 Earths,14.175,2014
Kepler-188 b,3249,3.46 Earths,14.634,2014
Kepler-188 c,3249,10.3 Earths,14.634,2014
Kepler-189 b,1963,1.92 Earths,14.821,2014
Kepler-189 c,1963,22.7 Earths,14.821,2014
Kepler-18 b,1430,6.9 Earths,13.539,2011
Kepler-18 c,1430,17.3 Earths,13.539,2011
Kepler-18 d,1430,16.4 Earths,13.539,2011
Kepler-190 b,1432,3.05 Earths,14.118,2014
Kepler-187 b,3852,2.57 Earths,14.175,2014
Kepler-187 c,3852,7.61 Earths,14.175,2014
Kepler-188 b,3249,3.46 Earths,14.634,2014
Kepler-188 c,3249,10.3 Earths,14.634,2014
Kepler-189 b,1963,1.92 Earths,14.821,2014
Kepler-189 c,1963,22.7 Earths,14.821,2014
Kepler-18 b,1430,6.9 Earths,13.539,2011
Kepler-18 c,1430,17.3 Earths,13.539,2011
Kepler-18 d,1430,16.4 Earths,13.539,2011
Kepler-190 b,1432,3.05 Earths,14.118,2014
Kepler-187 b,3852,2.57 Earths,14.175,2014
Kepler-187 c,3852,7.61 Earths,14.175,2014
Kepler-188 b,3249,3.46 Earths,14.634,2014
Kepler-188 c,3249,10.3 Earths,14.634,2014
Kepler-189 b,1963,1.92 Earths,14.821,2014
Kepler-189 c,1963,22.7 Earths,14.821,2014
Kepler-18 b,1430,6.9 Earths,13.539,2011
Kepler-18 c,1430,17.3 Earths,13.539,2011
Kepler-18 d,1430,16.4 Earths,13.539,2011
Kepler-190 b,1432,3.05 Earths,14.118,2014
Kepler-187 b,3852,2.57 Earths,14.175,2014
Kepler-187 c,3852,7.61 Earths,14.175,2014
Kepler-188 b,3249,3.46 Earths,14.634,2014
Kepler-188 c,3249,10.3 Earths,14.634,2014
Kepler-189 b,1963,1.92 Earths,14.821,2014
Kepler-189 c,1963,22.7 Earths,14.821,2014
Kepler-18 b,1430,6.9 Earths,13.539,2011
Kepler-18 c,1430,17.3 Earths,13.539,2011
Kepler-18 d,1430,16.4 Earths,13.539,2011
Kepler-190 b,1432,3.05 Earths,14.118,2014
Kepler-187 b,3852,2.57 Earths,14.175,2014
Kepler-187 c,3852,7.61 Earths,14.175,2014
Kepler-188 b,3249,3.46 Earths,14.634,2014
Kepler-188 c,3249,10.3 Earths,14.634,2014
Kepler-189 b,1963,1.92 Earths,14.821,2014
Kepler-189 c,1963,22.7 Earths,14.821,2014
Kepler-18 b,1430,6.9 Earths,13.539,2011
Kepler-18 c,1430,17.3 Earths,13.539,2011
Kepler-18 d,1430,16.4 Earths,13.539,2011
Kepler-190 b,1432,3.05 Earths,14.118,2014
Kepler-187 b,3852,2.57 Earths,14.175,2014
Kepler-187 c,3852,7.61 Earths,14.175,2014
Kepler-188 b,3249,3.46 Earths,14.634,2014
Kepler-188 c,3249,10.3 Earths,14.634,2014
Kepler-189 b,1963,1.92 Earths,14.821,2014
Kepler-189 c,1963,22.7 Earths,14.821,2014
Kepler-18 b,1430,6.9 Earths,13.539,2011
Kepler-18 c,1430,17.3 Earths,13.539,2011
Kepler-18 d,1430,16.4 Earths,13.539,2011
Kepler-190 b,1432,3.05 Earths,14.118,2014
Kepler-187 b,3852,2.57 Earths,14.175,2014
Kepler-187 c,3852,7.61 Earths,14.175,2014
Kepler-188 b,3249,3.46 Earths,14.634,2014
Kepler-188 c,3249,10.3 Earths,14.634,2014
Kepler-189 b,1963,1.92 Earths,14.821,2014
Kepler-189 c,1963,22.7 Earths,14.821,2014
Kepler-18 b,1430,6.9 Earths,13.539,2011
Kepler-18 c,1430,17.3 Earths,13.539,2011
Kepler-18 d,1430,16.4 Earths,13.539,2011
Kepler-190 b,1432,3.05 Earths,14.118,2014
Kepler-187 b,3852,2.57 Earths,14.175,2014
Kepler-187 c,3852,7.61 Earths,14.175,2014
Kepler-188 b,3249,3.46 Earths,14.634,2014
Kepler-188 c,3249,10.3 Earths,14.634,2014
Kepler-189 b,1963,1.92 Earths,14.821,2014
Kepler-189 c,1963,22.7 Earths,14.821,2014
Kepler-18 b,1430,6.9 Earths,13.539,2011
Kepler-18 c,1430,17.3 Earths,13.539,2011
Kepler-18 d,1430,16.4 Earths,13.539,2011
Kepler-190 b,1432,3.05 Earths,14.118,2014
Kepler-194 c,3697,7.22 Earths,14.912,2014
Kepler-194 d,3697,6.35 Earths,14.912,2014
Kepler-195 b,2168,4.78 Earths,14.799,2014
Kepler-195 c,2168,3.02 Earths,14.799,2014
Kepler-196 b,1492,4.27 Earths,14.103,2014
Kepler-196 c,1492,5.65 Earths,14.103,2014
Kepler-197 b,1089,1.04 Earths,11.78,2014
Kepler-197 c,1089,5.3 Earths,11.78,2014
Kepler-197 d,1089,1.98 Earths,11.78,2014
Kepler-197 e,1089,0.693 Earths,11.78,2014
Kepler-194 c,3697,7.22 Earths,14.912,2014
Kepler-194 d,3697,6.35 Earths,14.912,2014
Kepler-195 b,2168,4.78 Earths,14.799,2014
Kepler-195 c,2168,3.02 Earths,14.799,2014
Kepler-196 b,1492,4.27 Earths,14.103,2014
Kepler-196 c,1492,5.65 Earths,14.103,2014
Kepler-197 b,1089,1.04 Earths,11.78,2014
Kepler-197 c,1089,5.3 Earths,11.78,2014
Kepler-197 d,1089,1.98 Earths,11.78,2014
Kepler-197 e,1089,0.693 Earths,11.78,2014
Kepler-205 c,523,3.33 Earths,13.495,2014
Kepler-206 b,1973,1.87 Earths,13.461,2014
Kepler-206 c,1973,3.78 Earths,13.461,2014
Kepler-206 d,1973,1.81 Earths,13.461,2014
Kepler-207 b,2930,3.09 Earths,13.167,2014
Kepler-207 c,2930,2.86 Earths,13.167,2014
Kepler-207 d,2930,11 Earths,13.167,2014
Kepler-208 b,2587,3.29 Earths,13.538,2014
Kepler-208 c,2587,2.51 Earths,13.538,2014
Kepler-208 d,2587,1.87 Earths,13.538,2014
Kepler-205 c,523,3.33 Earths,13.495,2014
Kepler-206 b,1973,1.87 Earths,13.461,2014
Kepler-206 c,1973,3.78 Earths,13.461,2014
Kepler-206 d,1973,1.81 Earths,13.461,2014
Kepler-207 b,2930,3.09 Earths,13.167,2014
Kepler-207 c,2930,2.86 Earths,13.167,2014
Kepler-207 d,2930,11 Earths,13.167,2014
Kepler-208 b,2587,3.29 Earths,13.538,2014
Kepler-208 c,2587,2.51 Earths,13.538,2014
Kepler-208 d,2587,1.87 Earths,13.538,2014
Kepler-210 c,764,12.8 Earths,13.804,2014
Kepler-211 b,1018,2.13 Earths,13.273,2014
Kepler-211 c,1018,18.3 Earths,13.273,2014
Kepler-212 b,2287,1.32 Earths,12.987,2014
Kepler-212 c,2287,7.95 Earths,12.987,2014
Kepler-213 b,2110,3.26 Earths,13.602,2014
Kepler-213 c,2110,6.08 Earths,13.602,2014
Kepler-214 b,4084,7.32 Earths,13.906,2014
Kepler-214 c,4084,5.18 Earths,13.906,2014
Kepler-215 b,1608,3.26 Earths,13.555,2014
Kepler-215 c,1608,3.78 Earths,13.555,2014
Kepler-215 d,1608,23.6 Earths,13.555,2014
Kepler-215 e,1608,3.71 Earths,13.555,2014
Kepler-216 b,4010,6.12 Earths,13.961,2014
Kepler-216 c,4010,9.48 Earths,13.961,2014
Kepler-217 b,3722,5.6 Earths,13.121,2014
Kepler-217 c,3722,4.08 Earths,13.121,2014
Kepler-217 d,3722,2.3 Earths,13.121,2016
Kepler-218 b,2182,2.79 Earths,13.907,2014
Kepler-218 c,2182,10 Earths,13.907,2014
Kepler-215 c,1608,3.78 Earths,13.555,2014
Kepler-215 d,1608,23.6 Earths,13.555,2014
Kepler-215 e,1608,3.71 Earths,13.555,2014
Kepler-216 b,4010,6.12 Earths,13.961,2014
Kepler-216 c,4010,9.48 Earths,13.961,2014
Kepler-217 b,3722,5.6 Earths,13.121,2014
Kepler-217 c,3722,4.08 Earths,13.121,2014
Kepler-217 d,3722,2.3 Earths,13.121,2016
Kepler-218 b,2182,2.79 Earths,13.907,2014
Kepler-218 c,2182,10 Earths,13.907,2014
Kepler-221 c,1271,15.1 Earths,13.749,2014
Kepler-221 d,1271,7.9 Earths,13.749,2014
Kepler-221 e,1271,7.41 Earths,13.749,2014
Kepler-222 b,2530,10.1 Earths,15.06,2014
Kepler-222 c,2530,19.4 Earths,15.06,2014
Kepler-222 d,2530,13.2 Earths,15.06,2014
Kepler-223 b,6395,7.4 Earths,15.395,2014
Kepler-223 c,6395,5.1 Earths,15.395,2014
Kepler-223 d,6395,8 Earths,15.395,2014
Kepler-223 e,6395,4.8 Earths,15.395,2014
Kepler-221 c,1271,15.1 Earths,13.749,2014
Kepler-221 d,1271,7.9 Earths,13.749,2014
Kepler-221 e,1271,7.41 Earths,13.749,2014
Kepler-222 b,2530,10.1 Earths,15.06,2014
Kepler-222 c,2530,19.4 Earths,15.06,2014
Kepler-222 d,2530,13.2 Earths,15.06,2014
Kepler-223 b,6395,7.4 Earths,15.395,2014
Kepler-223 c,6395,5.1 Earths,15.395,2014
Kepler-223 d,6395,8 Earths,15.395,2014
Kepler-223 e,6395,4.8 Earths,15.395,2014
